Date,Open,High,Low,Close,Adj Close,Volume,Total traded
2019-12-31,4272.10009765625,4272.2998046875,4245.7001953125,4249.60009765625,4249.60009765625,28865200,123315023738.86719
2020-01-02,4249.60009765625,4293.60009765625,4249.60009765625,4286.0,4286.0,70252200,298543755980.5664
2020-01-03,4286.0,4291.39990234375,4253.7001953125,4290.2998046875,4290.2998046875,67639300,289902039800.0
2020-01-06,4290.2998046875,4290.2998046875,4236.7001953125,4260.7001953125,4260.7001953125,76256100,327161530936.23047
2020-01-07,4260.7001953125,4277.89990234375,4255.39990234375,4262.39990234375,4262.39990234375,80412000,342611424105.46875
2020-01-08,4262.39990234375,4262.39990234375,4232.7001953125,4256.7998046875,4256.7998046875,86760300,369807094247.31445
2020-01-09,4256.7998046875,4282.10009765625,4256.7998046875,4267.2998046875,4267.2998046875,105652300,449740690004.78516
2020-01-10,4267.2998046875,4284.89990234375,4259.7998046875,4259.89990234375,4259.89990234375,95362200,406939097434.5703
2020-01-13,4259.89990234375,4289.39990234375,4259.60009765625,4278.7998046875,4278.7998046875,91046100,387847272498.7793
2020-01-14,4278.7998046875,4297.7001953125,4265.10009765625,4282.39990234375,4282.39990234375,100123200,428407128604.6875
2020-01-15,4282.39990234375,4290.7998046875,4273.7001953125,4290.39990234375,4290.39990234375,109550400,469138622261.71875
2020-01-16,4290.39990234375,4297.5,4266.7998046875,4275.39990234375,4275.39990234375,95392700,409272830764.30664
2020-01-17,4275.39990234375,4318.2998046875,4275.39990234375,4311.10009765625,4311.10009765625,88558000,378620864551.7578
2020-01-20,4311.10009765625,4315.5,4293.10009765625,4299.0,4299.0,52948300,228265421300.73242
2020-01-21,4299.0,4299.0,4246.7001953125,4276.60009765625,4276.60009765625,89245400,383665974600.0
2020-01-22,4276.60009765625,4289.89990234375,4255.10009765625,4259.10009765625,4259.10009765625,87250600,373135924480.5664
2020-01-23,4259.10009765625,4259.39990234375,4219.7001953125,4221.7001953125,4221.7001953125,91587700,390081182014.1113
2020-01-24,4221.7001953125,4291.5,4221.7001953125,4265.7001953125,4265.7001953125,84125500,355152639780.7617
